Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
3151,North Tees and Hartlepool NHS Trust,uk,3232,5187,2887,1328
3153,Grup Assistencial Institut Pere Mata,es,4094,5730,4575,701
3153,Ageo Central General Hospital,jp,6849,2940,2535,2394
3153,Brandon Regional Health Authority,ca,5227,4440,1793,1934
3153,(1)  Kinderklinik Dritter Orden München-Nymphenburg,de,5270,2995,3286,2394
3153,Marien Hospital Dusseldorf Katholisches Krankenhaus,de,4387,4600,3204,1328
3158,Joint Shantou International Eye Center,hk,1394,6992,2922,1085
3158,Swiss Paraplegic Centre,ch,2488,4428,2278,2394
3160,Randolph Hospital Asheboro NC,us,7837,1999,4991,2394
3160,De Reinier de Graaf Groep,nl,2651,3909,3092,2394
3160,King Khaled Eye Specialist Hospital,sa,2549,3481,4154,2394
3160,Klinikums Sudstadt Rostock,de,3117,3676,3156,2394
3160,ArchCare (Terence Cardinal Cooke Health Care Center),us,8556,4583,2748,972
3165,Waterbury Hospital Health Center,us,7250,2794,2691,2394
3166,Trinity Centre Bristol,uk,2249,1970,8651,2394
3167,National Hospital Organization Osaka Minami Medical Center,jp,6546,3787,1305,2394
3167,Dhulikhel Hospital Kathmandu University Teaching Hospital,np,2233,1804,9261,2394
3169,Fort Sanders Regional Medical Center Knoxville TN,us,417,4371,6113,2394
3169,Iwakuni Clinicl Center,jp,2378,4084,3092,2394
3171,GesundheitsZentrum Wetterau,de,2397,3622,4041,2394
3171,Carlisle Regional Medical Center,us,527,3604,7477,2394
3173,Mercy Medical Alabama,us,5206,2861,3748,2394
3173,Milford Regional Medical Center MA,us,3487,3264,3911,2394
3173,San Ramon Regional Medical Center CA,us,6242,1909,6274,2394
3176,Singburi Hospital,th,101,6157,4365,2394
3176,Stillwater Medical Center Stillwater Oklahoma,us,4309,3431,2912,2394
3176,Miami Jewish Home & Hospital at Douglas Gardens,us,7256,1742,6430,2394
3179,Providence Hospital Washington DC,us,5052,2387,5325,2394
3179,Somerset Primary Care Trust,uk,1960,3751,4270,2394
3179,Heart of America Medical Center,us,5600,3450,2193,2394
3179,Klinik Barmelweid,ch,6250,2975,2878,2394
3179,Ton Yen General Hospital,tw,2097,5073,1729,2394
3184,Community Hospital in Western Colorado,us,7116,3786,1197,2394
3184,St Mary's General Hospital,ca,7075,3182,2053,2394
3184,Beebe Healthcare,us,3862,3479,3128,2394
3184,Beijing United Family Hospital,cn,4129,2317,7560,1934
3184,Cary Medical Center,us,4563,2548,5127,2394
3184,Alberta Children's Hospital Foundation,ca,5485,2624,4250,2394
3190,Morehead Memorial Hospital,us,5190,3075,3269,2394
3190,Dominion Fertility Clinic,us,2069,2265,8086,2394
3192,Azienda Ospedaliera Ospedale di Circolo di Busto Arsizio,it,4229,5059,832,2394
3192,North Hills Hospital,us,1203,3433,6430,2394
3194,Southern Health-Santé Sud,ca,3024,6702,1118,1328
3194,Mackay Memorial Hospital Taitung Branch,tw,4394,4285,1575,2394
3196,Ostalb Klinikum Aalen,de,4484,5249,632,2394
3196,Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute,in,3492,3790,2748,2394
3196,Kyoto Second Red Cross Hospital,jp,5927,3580,1898,2394
3199,Kliniken Nordoberpfalz,de,3057,5086,3463,1328
3199,Laiwu Steel Hospital,cn,1036,1803,10913,2394
3199,Mcdonough District Hospital,us,4816,3042,3630,2394
3199,Vasa Sjukvårdsdistrikt Vaasa Hospital District,fi,3210,5113,3171,1739
3203,Tawam Hospital,ae,5026,4592,3086,1328
3203,Mercy Medical Center Community Roseburg Oregon,us,3037,3094,4886,2394
3203,Global Hospitals,in,2359,2504,7210,2394
3203,Second Affiliated Hospital of Guiyang College of Traditional Chinese Medicine,cn,3255,1477,9811,2394
3203,Queensway Carleton Hospital,ca,6462,3690,1557,2394
3208,Elkhart General Healthcare System,us,2520,3238,5019,2394
3208,Holy Rosary Health Center,us,3278,4015,3940,1934
3208,Instituto Chileno de Medicina Reproductiva ICMER,cl,9121,5514,3171,613
3208,Woman's Hospital Baton Rouge,us,4066,2458,5873,2394
3208,Blythedale Children's Hospital,us,5968,3106,2804,2394
3208,Centre Hospitalier de Hyeres,fr,3396,4716,1488,2394
3214,Complejo Hospitalario Universitario de Vigo,es,3422,5245,1686,1934
3214,Crown Dale Medical Centre,uk,12641,1027,7560,2394
3214,(1)  Hospital e Maternidade São Camilo,br,2818,3100,5102,2394
3214,Nemocnice Kyjov,cz,7179,2828,2867,2394
3214,White Plains Hospital Center,us,4549,2092,6757,2394
3219,Genetics & IVF Institute,us,8802,1764,7210,1934
3219,Winnipeg Health Sciences Centre,ca,10646,2153,3185,2394
3219,Al Moosa General Hospital,sa,1586,1347,12104,2394
3219,Kuakini Health System a Health Care Organization,us,4021,2731,5051,2394
3223,Yao Municipal Hospital,jp,3694,5340,846,2394
3223,Tumorzentrum München,de,7622,3275,2998,1934
3223,Wheaton Franciscan Healthcare Iowa,us,4563,3740,2287,2394
3226,Wayne Memorial Health System,us,6160,2908,3269,2394
3227,Narayana Hospitals,in,4365,2992,4194,2394
3228,Kansas Hospital Association,us,2267,1200,12104,2394
3229,Complejo Hospitalario Juan Canalejo a Coruña,es,5257,4848,2570,1328
3230,Stadtisches Klinikum Magdeburg,de,2270,3827,3965,2394
3231,Katharinen Hospital Unna,de,5077,3728,2109,2394
3231,Nemocnice Strakonice,cz,6208,2497,4483,2394
3231,Psychiatrische Dienste Graubünden,ch,2723,4806,1824,2394
3231,Centre Hospitalier de Perpignan,fr,3660,4273,2043,2394
3235,Nemocnice na Bulovce,cz,4877,3096,3630,2394
3235,Kyushu Kousei Nenkin Hospital,jp,5646,5971,1018,1328
3235,Emh Regional Healthcare System,us,4219,3388,3329,2394
3238,Klinikum Worms,de,6166,3975,3814,1328
3238,Lake Chelan Community Hospital WA,us,5368,3476,2474,2394
3238,Bethesda Krankenhaus Stuttgart,de,6881,4818,1934,1328
3238,Clínica Internacional,pe,9617,9146,3705,126
3238,Oberlausitz Kliniken,de,897,4563,4886,2394
3243,Orthopadisches Spital Speising,at,7781,2202,4654,2394
3243,Dch Health System,us,8262,2226,4323,2394
3243,Hospital Divina Providência,br,126,6542,3660,2394
3243,Campbell County Memorial Hospital WY,us,4426,3571,2804,2394
3247,Sutter Davis Hospital,us,1166,4075,5360,2394
3247,Affiliated Tumor Hospital of Guangzhou Medical College,cn,4155,4297,1806,2394
3249,Drk Krankenhaus Teterow,de,4857,3726,2268,2394
3249,Centre Hospitalier de Rouffach,fr,6836,5693,3452,701
3249,Cheddar Medical Centre,uk,13167,1031,7393,2394
3249,Klinikum St Elisabeth Straubing,de,3236,3324,4291,2394
3249,Psychiatrische Dienste Kanton St Gallen,ch,5693,5664,1533,1289
3254,Skagit Valley Hospital (Northwest Urology Clinic),us,3922,2776,5202,2394
3254,Algemeen Ziekenhuis Jan Palfijn Gent,be,7124,4137,3073,1328
3254,Shimada Municipal Hospital,jp,5609,4902,2354,1328
3257,Reproduction & Genetics Hospital Citic Xiangya,cn,1804,1325,12104,2394
3257,Hospital Privado Centro Médico de Córdoba,ar,5008,6893,2200,724
3257,Clínica Dam Clínica de Dr Antonio & Miranda,es,803,1666,12104,2394
3260,CHRISTUS St Michael Hospital (Atlanta Memorial Hospital),us,3241,2889,5518,2394
3260,Ephrata Community Hospital,us,6290,3313,2395,2394
3260,Houston Northwest Medical Center TX,us,5836,2356,5294,2394
3260,Klinikum Nordfriesland,de,6954,3133,2468,2394
3260,Nemocnice Mestec Kralove,cz,2551,5007,1709,2394
3260,St Mary's Hospital in Waterbury,us,3820,2667,5624,2394
3260,Southwest Jutland Hospital,dk,2461,4903,3115,1934
3267,Centre Hospitalier Regional d'Orleans,fr,4332,3586,2912,2394
3267,Daiyu Meeting Hospital V,jp,3540,3445,3814,2394
3269,Saint Mary's Medical Center,us,6236,3713,1763,2394
3269,Harbin Medical University the Second Affiliated Hospital,cn,3920,960,12104,2394
3271,Kurzentrum Rheinfelden,ch,4764,3471,2922,2394
3271,King Fahad Specialist Hospital Dammam,sa,3071,3691,3647,2394
3273,Rotes Kreuz Krankenhaus Bremen,de,7104,2689,3533,2394
3273,South Essex Partnership University NHS Foundation Trust ,uk,5322,4672,1783,1934
3275,Sejong Hospital,kr,171,5360,5921,2394
3275,Fundación Favaloro Hospital Universitario,ar,7035,1413,8481,2394
3275,National Kyushu Cancer Center,jp,5494,3996,1700,2394
3278,Centre Hospitalier Universitaire Ambroise Pare,be,5108,3720,2244,2394
3278,Weifang Medical College Hospital,cn,1651,5461,1942,2394
3280,Hôpital Local d'Yvetot,fr,5737,822,12104,2394
3280,Roger Williams Medical Center,us,7124,3513,2922,1934
3280,Bnh Hospital Bangkok Nursing Home Hospital,th,1696,1784,10253,2394
3280,Klinikum Passau,de,5811,3775,3044,1934
3280,John T Mather Memorial Hospital,us,3513,3451,3893,2394
3285,Katholische Hospitalvereinigung Weser – Egge,de,6514,3154,2691,2394
3285,(1)  Pirkanmaan sairaanhoitopiiri,fi,1686,1914,9811,2394
3285,Uzsoki Kórház,hu,2137,5052,2008,2394
3285,Vidar Kliniken,se,6507,4388,3778,1157
3289,Zuger Kantonsspital,ch,3801,4257,2138,2394
3289,Lifecare Hospitals NV,us,8007,2431,3985,2394
3289,Hospital Nacional Profesor Dr Alejandro Posadas,ar,9136,5388,3185,693
3292,Krankenhaus Porz Am Rhein,de,6317,3098,3008,2394
3293,Stamford Hospital,us,3217,1458,10253,2394
3294,Craigcroft Medical Centre,uk,13070,1016,7660,2394
3295,Ambleside Group Practice,uk,13070,1021,7660,2394
3295,Blackpool Fylde and Wyre Hospitals NHS,uk,3605,5170,1140,2394
3295,Mississippi State Hospital,us,2264,5837,1077,2394
3295,Dongsan Medical Center Keimyung University Hospital,kr,226,2909,10253,2394
3295,TrisStar Hendersonville Medical Center,us,1164,3516,9261,1739
3300,Sana Klinikum Hof,de,1719,5068,2505,2394
3300,Sierra View District Hospital,us,3599,3461,3893,2394
3300,Atlantic General Hospital,us,2009,1540,10913,2394
3300,Central Baptist Hospital,us,1443,1900,10253,2394
3304,Hospital Alemán,ar,2490,5696,3269,1328
3305,Elbury Moor Medical Centre,uk,12892,1118,7393,2394
3305,Good Samaritan Health Systems Kearney Nebraska,us,4475,3463,3293,2394
3305,Tyumen Cardiology Center Branch of Institute of Cardiology Tomsk Scientific Center,ru,3755,4244,5051,1739
3305,Mathias Stiftung,de,4842,3929,2154,2394
3305,Butler County Health Care Center,us,3385,4730,1753,2394
3305,North Staffordshire Combined Healthcare,uk,2561,7506,995,1289
3311,Azienda Ospedaliero Universitaria Policlinico Gaspare Rodolico Catania,it,6936,6576,952,1085
3311,Nemocnica Poprad,sk,4645,6848,83,2394
3313,Klinikum Kempten Oberallgau,de,3891,3548,3485,2394
3313,Mephacentrum Ostrava Poruba,cz,7561,2409,4343,2394
3313,Schuyler Hospital,us,4260,1568,9261,2394
3316,National Neuroscience Institute,sg,7854,3389,4605,1328
3316,Yamagata City Hospital Saiseikan,jp,4541,4232,1923,2394
3316,St Joseph's Hospital Yunlin County,tw,2835,4713,2125,2394
3316,Katholisches Klinikum Oberhausen,de,1779,1789,10253,2394
3316,Nederlandse Vereniging voor Keel-Neus-Oorheelkunde en Heelkunde van het Hoofd-Halsgebied,nl,7592,735,12104,2394
3321,National Park Medical Center,us,6913,1904,6554,2394
3321,Stodska Nemocnice,cz,6353,2815,3814,2394
3323,Oblastni Nemocnice Kolin,cz,4648,2628,5445,2394
3323,Passavant Area Hospital,us,4051,4326,2010,2394
3325,Alameda Health System,us,8277,5120,1379,1328
3325,Tift Regional Medical Center Tifton Georgia,us,3935,4063,2474,2394
3325,Tsuchiura Kyodo General Hospital,jp,5227,3704,2382,2394
3325,Tohoku Rosai Hospital,jp,6440,3836,1684,2394
3329,Regional Medical Center of Orangeburg and Calhoun Counties,us,6006,3416,2575,2394
3329,Hanover Hospital,us,279,2814,10253,2394
3329,Integrierte Psychiatrie Winterthur (Psychiatrie Zentrum Hard),ch,1905,5317,2039,2394
3329,St Marien Hospital Hamm Gem.,de,4862,4078,2004,2394
3333,Stadtisches Krankenhaus Kiel,de,5482,3212,3376,2394
3333,Nemocnica S Poliklinikou Partizanske,sk,185,2323,12104,2394
3333,Wood County Hospital,us,127,6666,3778,2394
3333,Bewbush Medical Centre,uk,12684,1039,7956,2394
3333,Cooley Dickinson Hospital,us,5008,1795,8086,2394
3338,Bishinkai Medical Corporation,jp,1918,5414,1911,2394
3338,Guthrie County Hospital,us,6859,3503,2059,2394
3340,Nikko Kinen Hospital,jp,4263,3755,2858,2394
3340,Onkologicke Centrum Johana Gregora Mendela,cz,7250,4629,4093,967
3340,Pittsburgh Mercy Health System,us,8601,2982,2453,2394
3340,Rajavithi Hospital,th,215,3885,8651,2394
3344,Sankt Gertrauden Krankenhaus,de,8571,2962,5518,1328
3344,Agaplesion Elisabethenstift (Evangelischen Krankenhaus),de,8687,3007,2360,2394
3344,Union Clinic,ru,2766,1678,9811,2394
3344,William Beaumont Army Medical Center,us,7702,2824,3229,2394
3348,Peninsula Community Health,uk,4201,7310,1247,972
3348,Lincolnshire Partnership NHS Foundation Trust,uk,5785,5207,606,2394
3350,Tuality Healthcare Hillsboro Oregon,us,5072,3088,4028,2394
3350,Centre Hospitalier Territorial de Nouvelle Caledonie,nc,9279,6961,2131,498
3352,Dr Agarwal's Eye Hospital,in,6702,2464,4856,2394
3352,Hopital Albert Schweitzer Haiti,ht,7542,2046,5838,2394
3352,Azienda Ospedaliera San Gerardo Monza,it,730,2365,10253,2394
3355,Allgemeines Krankenhaus Viersen,de,4205,3243,4194,2394
3355,Lokman Hekim Hastanesi,tr,2825,5470,1301,2394
3355,First Regional Hospital,ru,4062,5828,5164,735
3355,Quinte Health Care,ca,6130,4062,1623,2394
3359,Cookeville Regional Medical Center,us,1289,4604,4392,2394
3359,Queen of The Valley Hospital,us,4894,3335,3533,2394
3361,Rehab Basel,ch,10310,4085,2169,1328
3361,Nippon Kokan K.K Hospital,jp,5914,3708,2176,2394
3361,Clinique La Colline,ch,6679,1435,8843,2394
3361,William S Middleton Memorial Veterans Affairs Hospital,us,8038,2675,3533,2394
3361,Taoyuan Armed Forces General Hospital,tw,711,6868,1528,2394
3361,Centre Hospitalier Chretien de Liege,be,2379,2931,6677,2394
3367,Pok Oi Hospital,hk,4744,3523,3241,2394
3367,Jameson Health System,us,4169,5420,1569,1934
3369,Makati Medical Center,ph,45,3528,10913,2394
3369,Daegu Fatima Hospital,kr,535,5529,4250,2394
3369,Guta Clinic Medical Center,ru,277,2598,10913,2394
3369,Spital Mannedorf,ch,4862,3732,2674,2394
3373,Klinikum Delmenhorst,de,4203,4574,1729,2394
3373,NHS Milton Keynes & Northamptonshire,uk,2162,9112,1041,815
3373,Grup Assistencia,es,5895,2974,3940,2394
3376,Fremont Rideout Health Group,us,4790,3448,3432,2394
3376,Hubei Cancer Hospital,cn,2948,1196,12104,2394
3378,Ekaterinburgsky Medical Center,ru,2822,1446,10913,2394
3378,İstanbul Anadolu Kuzey Kamu Hastaneleri Birliği,tr,6866,5542,3850,753
3378,Brentfield Medical Centre,uk,13788,1035,7393,2394
3378,Tsukuba Central Hospital,jp,4914,3434,3387,2394
3382,Saiseikai Shigaken Hospital,jp,4436,3850,2778,2394
3383,Nemocnice Milosrdných Sester Svateho Karla Boromejskeho V Praze,cz,5532,3401,3140,2394
3383,Osf Saint Mary Medical Center,us,2252,2914,6962,2394
3383,Rutland Regional Medical Center,us,1051,1988,10913,2394
3383,Centerpoint Medical Center,us,1042,3125,8217,2394
3383,Central Texas Veterans Health Care System,us,7531,2468,4532,2394
3383,Japan Municipal Hospital Association,jp,5023,3642,2878,2394
3383,Veterans Affaires Southern Nevada Healthcare System,us,9136,2483,3677,2394
3383,Meade District Hospital,us,6679,975,10913,2394
3383,Clínica Davila,cl,2521,2968,6554,2394
3392,Schiffert Health Center,us,8676,2481,3940,2394
3392,Parkland Medical Center Derry NH,us,1262,3070,7956,2394
3392,Rush Oak Park Hospital,us,4556,3122,4413,2394
3392,St Joseph Healthcare Nashua New Hampshire,us,4171,2143,7560,2394
3392,Kovai Medical Center and Hospital,in,6527,3419,2535,2394
3397,Lafayette General Medical Center Lafayette Louisiana,us,5304,2918,4510,2394
3397,Shalby Hospitals,in,3696,2586,6554,2394
3397,Broadlawns Medical Center,us,5054,2766,5071,2394
3397,Chubu Rosai Hospital,jp,6993,4202,1288,2394
3397,Dr Rama's Fertility Clinics,in,9260,1301,8481,2394
3402,Hyogo Prefectural Amagasaki Hospital,jp,7757,3611,1783,2394
3402,Sikarin Hospital,th,2074,3856,4915,2394
3404,Jósa András Oktató Kórház,hu,4754,5389,818,2394
3404,Masarykova Mestska Nemocnice Jilemnice,cz,5383,3462,3115,2394
3406,Århus Universitetshospital,dk,1233,5253,3376,2394
3406,Evangelische Diakonissenkrankenhaus Leipzig,de,5992,3459,2782,2394
3406,First People's Hospital of Guiyang City,cn,8305,1229,9261,2394
3406,St Mary’s Hospital and Regional Medical Center,us,3131,4107,3329,2394
3410,Champlain Valley Physicians Hospital,us,5248,2924,4575,2394
3410,Lawrence General Hospital,us,7702,3527,3163,1934
3412,Országos Kardiológiai Intézet National Institute of Cardiology,hu,7878,5774,943,1739
3412,Katholisches Krankenhaus Hagen Gem Sankt Johannes Hospital und des St Marien Hospitals,de,5154,3869,2437,2394
3412,Royal National Hospital for Rheumatic Diseases,uk,10606,4607,1487,1328
3412,Wojewódzki Szpital Specjalistyczny Im L Rydygiera,pl,8128,6070,87,2394
3416,Rehoboth Mckinley Christian Health Care Services,us,7220,2860,3621,2394
3416,Ruppiner Kliniken,de,4998,3015,4532,2394
3416,Saudi German Hospitals Group Jeddah,sa,1881,4936,2945,2394
3416,Wojewódzki Szpital Specjalistyczny W Slupsku Strona Glówna,pl,2442,7243,276,2394
3420,Opća Bolnica Vukovar Vukovar General Hospital,hr,758,5246,4392,2394
3420,Arthington Medical Centre,uk,13585,1001,7755,2394
3420,Algemeen Ziekenhuis Sint Blasius,be,4514,4140,2360,2394
3420,Chulabhorn Research Hospital,th,1403,6638,1157,2394
3420,Beijing Geriatric Hospital (formerly Beijing Chest Hospital),cn,5524,905,12104,2394
3425,Allgemeinen Krankenhauses Celle,de,2969,1907,10253,1934
3425,Evangelisches Krankenhaus Witten,de,1641,7186,3566,972
3427,Hospital de Clinicas de Uberlândia,br,4998,2957,9261,931
3427,Shenzhen City children's hospital,cn,1486,3833,5959,2394
3427,Palmetto General Hospital,us,5208,3795,2561,2394
3427,Azienda Sanitaria Locale Provincia di Monza e Brianza,it,2457,1537,10913,2394
3431,Centre Oscar Lambret,fr,5988,5009,2575,1328
3431,Timpanogos Regional Hospital Orem UT,us,1056,3119,8319,2394
3431,Keiyu Hospital Yokohama,jp,7837,3369,2212,2394
3431,Marienhaus Klinikum Im Kreis Ahrweiler,de,4687,3250,4167,2394
3435,Waldkrankenhaus Rudolf Elle Eisenberg/Thuringen,de,5089,4676,4682,1157
3435,Brookwood Medical Center,us,7688,2447,4715,2394
3435,Fundación Cardiovascular de Colombia,co,607,6061,3204,2394
3435,Gunnison Valley Hospital Colorado,us,2519,4337,3519,2394
3435,Dr Abdurahman Yurtarslan Ankara Onkoloji Egitim Ve Arastirma Hastanesi,tr,2197,7176,376,2394
3435,Paras Hospital,in,4044,2871,5624,2394
3441,Alice Hospital Darmstadt,de,9431,2027,5294,2394
3441,Fauquier Health System,us,5750,3282,3443,2394
3443,St Augustinus-Kliniken - St Alexius /St Josef Krankenhauses,de,5880,2510,5559,2394
3443,Saratoga Hospital,us,3154,4377,2878,2394
3443,Kauno Medicinos Universiteto Klinikos Kaunas University Hospital,lt,6205,4262,1557,2394
3443,Fort Sanders Sevier Medical Center Sevierville TN,us,365,6673,2733,2394
3447,Medical University of South Carolina,us,1786,7275,2822,1132
3447,Slidell Memorial Hospital,us,2878,4058,3797,2394
3447,Srithanya Hospital,th,4428,4235,2331,2394
3447,Stockholm Care Ab,se,4047,1447,10253,2394
3451,St Catherine Hospital,us,8789,1076,9811,2394
3451,Plymouth Community Healthcare,uk,6309,5500,990,1934
3453,First Affiliated Hospital of Henan University of Science and Technology (Luoyang City Third People's Hospital),cn,2352,4739,2957,2394
3453,Mercy Iowa City Hospital Iowa City IA,us,2531,4558,3145,2394
3453,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,mx,8855,5277,1323,1328
3456,In Health Group,uk,5631,5227,2496,1328
3456,Northfield Hospital,us,6214,3351,3097,2394
3456,81 Hospital of the People's Liberation Army,cn,152,3050,10913,2394
